id,municipio,vereda,longitud,latitud,altitud,caudal_ver,vigencia,tipo_vert,sist_trata,descarga,clase_vert,actividad,fuente_rec,cuerpo_rec,tipo_desc,observacio,sist_med_c,coordenadas
267,Tota,Zona Urbana,-72.98736111,5.561722222,2861,No Reportado,06/29/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Suelo,Suelo,Puntual,Vertimiento A Suelo,,POINT (-72.98736111 5.561722222)
268,Tota,Zona Urbana,-72.98591667,5.563083333,2859,No Reportado,06/29/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Suelo,Suelo,Puntual,Vertimiento A Suelo,,POINT (-72.98591667 5.563083333)
269,Tota,Zona Urbana,-72.98858333,5.560583333,2859,No Reportado,06/29/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Suelo,Suelo,Puntual,Vertimiento A Suelo,,POINT (-72.98858333 5.560583333)
270,Tipacoque,Bavata,-72.69236111,6.4175,1862,No Reportado,08/03/2016 12:00:00 AM,Puntual,Normal,1,1,1 Seguimientos,Quebrada Tipacoque,Quebrada Tipacoque,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.69236111 6.4175)
271,Tipacoque,Ovachia,-72.69075,6.416416667,1850,No Reportado,08/03/2016 12:00:00 AM,Puntual,Normal,1,1,1 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.69075 6.416416667)
272,Tipacoque,Bavata,-72.691,6.417944444,1841,No Reportado,08/03/2016 12:00:00 AM,Puntual,Normal,1,1,1 Seguimientos,Quebrada Tipacoque,Quebrada Tipacoque,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.691 6.417944444)
273,Tipacoque,Bavata,-72.69036111,6.422444444,1859,No Reportado,08/03/2016 12:00:00 AM,Puntual,Normal,1,1,1 Seguimientos,Quebrada La Quinta,Quebrada La Quinta,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.69036111 6.422444444)
274,Boavita,Cacota,-72.58333333,6.3275,2139,No Reportado,08/12/2016 12:00:00 AM,Puntual,Normal,1,1,2 Seguimientos,Quebrada Ocalaya,Quebrada Ocalaya,Puntual,No Se Realizo Aforo De Caudal. Realiza Su Descarga A La Quebrada Ocalaya Indirectamente Por Infiltracion,Otro,POINT (-72.58333333 6.3275)
275,Boavita,Cacota,-72.58777778,6.326944444,2140,No Reportado,08/12/2016 12:00:00 AM,Puntual,Normal,1,1,2 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.58777778 6.326944444)
276,Boavita,Zona Urbana,-72.58722222,6.330277778,2170,No Reportado,08/12/2016 12:00:00 AM,Puntual,Normal,1,1,2 Seguimientos,Quebrada Cacota,Quebrada Cacota,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.58722222 6.330277778)
277,Boavita,Zona Urbana,-72.58777778,6.330277778,2169,No Reportado,08/12/2016 12:00:00 AM,Puntual,Normal,1,1,2 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.58777778 6.330277778)
278,Boavita,Zona Urbana,-72.58861111,6.331111111,2178,No Reportado,08/12/2016 12:00:00 AM,Puntual,Normal,1,1,2 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.58861111 6.331111111)
279,Sativasur,Bura,-72.71002778,6.095194444,2587,No Reportado,08/02/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.71002778 6.095194444)
280,Sativasur,Bura,-72.71333333,6.095333333,2610,No Reportado,08/02/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.71333333 6.095333333)
281,Guacamayas,La Palma,-72.49744444,6.46375,2146,No Reportado,08/10/2016 12:00:00 AM,Puntual,Normal,1,1,2 Seguimientos,Ptar,Ptar,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.49744444 6.46375)
282,La Uvita,Zona Urbana,-72.56479167,6.318983333,2318,No Reportado,08/12/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Quebrada La Negra,Quebrada La Negra,Puntual,No Se Realizo Aforo De Caudal.El Punto Del Vertimiento Se Encuentra A 200Mts Aproximadamente De La Quebrada Negra.,Otro,POINT (-72.56479167 6.318983333)
283,Susacon,Centro,-72.69041667,6.235833333,2421,No Reportado,08/17/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Quebrada Gallo,Quebrada Gallo,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.69041667 6.235833333)
284,Sativanorte,Centro,-72.70788889,6.129583333,2593,No Reportado,08/02/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Quebrada La Imagen,Quebrada La Imagen,Puntual,No Se Realizo Aforo De Caudal,Volumetrico,POINT (-72.70788889 6.129583333)
285,Sativanorte,Centro,-72.70733333,6.130305556,2598,No Reportado,08/02/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Quebrada La Imagen,Quebrada La Imagen,Puntual,El Punto Del Vertimiento Se Encuentra Aproximadamente A 246 De La Quebrada La Imagen.,Volumetrico,POINT (-72.70733333 6.130305556)
286,Panqueba,Reposo,-72.46263889,6.444333333,2191,No Reportado,08/04/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Rio Pantano Grande,Rio Pantano Grande,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.46263889 6.444333333)
287,Zetaquira,Centro,-73.16686111,5.286194444,1512,No Reportado,08/26/2016 12:00:00 AM,Puntual,Normal,1,1,5 Seguimientos,Quebrada Corvisucia,Quebrada Corvisucia,Puntual,Avance Del Psmv Del Municipio De Zetaquira. Evidenciar Las Diferentes Acciones Tendientes Al Cuidado. Proteccion Preservacion Y Descontaminacion De Los Cuerpos Receptores De Las Agua Residuales Domesticas De Dicho Municipio. Ano 2015.,Otro,POINT (-73.16686111 5.286194444)
288,Paez,Centro,-73.05705556,5.102361111,1254,No Reportado,09/08/2016 12:00:00 AM,Puntual,Normal,1,1,7 Seguimientos,Quebrada Menudera,Quebrada Menudera,Puntual,Verificacion Cumplimiento De Actividades,Otro,POINT (-73.05705556 5.102361111)
289,Paez,Centro,-73.05755556,5.10475,1271,No Reportado,09/08/2016 12:00:00 AM,Puntual,Normal,1,1,7 Seguimientos,Quebrada Menudera,Quebrada Menudera,Puntual,Verificacion Cumplimiento De Actividades,Otro,POINT (-73.05755556 5.10475)
290,San Eduardo,San Pablo,-73.08113889,5.22125,1698,No Reportado,09/09/2016 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Las Aguas Residuales Son Conducidas Por Acequia Donde Posteriormente Se Filtran Al Suelo,Las Aguas Residuales Son Conducidas Por Acequia Donde Posteriormente Se Filtran Al Suelo,Puntual,Seguimiento Del Psmv Del Municipio De San Eduardo. Evidenciar Las Diferentes Acciones Y Cumplimiento De Las Actividades Para El Segundo Semestre Del Ano 2015 Y Lo Corrido Del Ano 2016. La Coordenada Corresponde Al Vertimiento N° 1,Otro,POINT (-73.08113889 5.22125)
315,Quipama,Urbano,-74.18026667,5.518733333,1236,No Reportado,08/11/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Quebrada Quipama,Quebrada Quipama,Puntual,Vertimiento Uno Del Psmv Municipio No Reportan Aforo Del Vertimiento,,POINT (-74.18026667 5.518733333)
291,San Eduardo,Cardozo,-73.0755,5.22075,1645,No Reportado,09/09/2016 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Las Aguas Residuales Son Conducidas Por Acequia Donde Posteriormente Se Filtran Al Suelo,Las Aguas Residuales Son Conducidas Por Acequia Donde Posteriormente Se Filtran Al Suelo,Puntual,El Vertimiento N° 2 Recibe Aguas Residuales De Dos Puntos Que Confluyen En Un Mismo Canal. La Coordenada Corresponde Al Vertimiento N° 2,Otro,POINT (-73.0755 5.22075)
292,San Eduardo,Cardozo,-73.07538889,5.220722222,1640,No Reportado,09/09/2016 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Las Aguas Residuales Son Conducidas Por Acequia Donde Posteriormente Se Filtran Al Suelo,Las Aguas Residuales Son Conducidas Por Acequia Donde Posteriormente Se Filtran Al Suelo,Puntual,La Coordenada Corresponde Al Vertimiento N° 2.,Otro,POINT (-73.07538889 5.220722222)
293,San Eduardo,Zona Urbana,-73.07547222,5.221722222,1620,No Reportado,09/09/2016 12:00:00 AM,,,,,4 Seguimientos,,,,La Coordenada Corresponde Al Lote Que Adquirio El Municipio De San Eduardo Con El Objetivo De Construir La Ptar,,POINT (-73.07547222 5.221722222)
294,Motavita,Centro,-73.37288889,5.578361111,2874,No Reportado,08/02/2016 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Quebrada El Infierno,Quebrada El Infierno,Puntual,Es Un Plan De Saneamiento Y Manejo De Vertimientos. Por Lo Que No Cuenta Con Alguna Informacion.,,POINT (-73.37288889 5.578361111)
295,Motavita,Centro,-73.36853333,5.573422222,2873,No Reportado,08/02/2016 12:00:00 AM,2,,1,1,4 Seguimientos,Suelo,Suelo,Difusa,Es Vertimiento A Suelo. Por Lo Cual No Aplican Algunos Datos.,,POINT (-73.36853333 5.573422222)
296,Pesca,Zona Urbana,-73.05416667,5.552333333,2627,No Reportado,08/16/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Rio Pesca,Rio Pesca,Puntual,No Cuenta Con Alguna Informacion. Ya Que Es Plan De Saneamiento Y Manejo De Vertimientos.,,POINT (-73.05416667 5.552333333)
297,Pesca,Zona Urbana,-73.05380556,5.556,2615,No Reportado,08/16/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Rio Pesca,Rio Pesca,Puntual,No Cuenta Con Alguna Informacion. Ya Que Es Plan De Saneamiento Y Manejo De Vertimientos.,,POINT (-73.05380556 5.556)
298,Pesca,Zona Urbana,-73.05444444,5.560055556,2612,No Reportado,08/16/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Rio Pesca,Rio Pesca,Puntual,No Cuenta Con Alguna Informacion. Ya Que Es Plan De Saneamiento Y Manejo De Vertimientos.,,POINT (-73.05444444 5.560055556)
299,Pesca,Comunidad,-73.05283333,5.561666667,2603,No Reportado,08/16/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Rio Pesca,Rio Pesca,Puntual,No Cuenta Con Alguna Informacion. Ya Que Es Plan De Saneamiento Y Manejo De Vertimientos.,,POINT (-73.05283333 5.561666667)
300,Pesca,Comunidad,-73.05222222,5.562055556,2602,No Reportado,08/16/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Rio Pesca,Rio Pesca,Puntual,No Cuenta Con Alguna Informacion. Ya Que Es Plan De Saneamiento Y Manejo De Vertimientos.,,POINT (-73.05222222 5.562055556)
301,Pesca,Comunidad,-73.052,5.562166667,2601,No Reportado,08/16/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Rio Pesca,Rio Pesca,Puntual,No Cuenta Con Alguna Informacion. Ya Que Es Plan De Saneamiento Y Manejo De Vertimientos.,,POINT (-73.052 5.562166667)
302,Pesca,Comunidad,-73.05147222,5.562722222,2601,No Reportado,08/16/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Rio Pesca,Rio Pesca,Puntual,No Cuenta Con Alguna Informacion. Ya Que Es Plan De Saneamiento Y Manejo De Vertimientos.,,POINT (-73.05147222 5.562722222)
303,Pesca,Comunidad,-73.05119444,5.563305556,2600,No Reportado,08/16/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Rio Pesca,Rio Pesca,Puntual,No Cuenta Con Alguna Informacion. Ya Que Es Plan De Saneamiento Y Manejo De Vertimientos.,,POINT (-73.05119444 5.563305556)
304,Pesca,Nocuata,-73.04725,5.567055556,2596,No Reportado,08/16/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Rio Pesca,Rio Pesca,Puntual,No Cuenta Con Alguna Informacion. Ya Que Es Plan De Saneamiento Y Manejo De Vertimientos.,,POINT (-73.04725 5.567055556)
305,Beteitiva,Centro,-72.80961111,5.911255556,2567,1,10/18/2016 12:00:00 AM,Puntual,,1,1,5 Seguimientos,Suelo,Suelo,Puntual,Informacion Producto De Seguimiento A Psmv,Volumetrico,POINT (-72.80961111 5.911255556)
306,Beteitiva,Centro,-72.80992222,5.910125,2582,1,10/18/2016 12:00:00 AM,Puntual,,1,1,5 Seguimientos,Suelo,Suelo,Puntual,Informacion Producto De Seguimiento A Psmv,Volumetrico,POINT (-72.80992222 5.910125)
307,Beteitiva,Centro,-72.81000278,5.909886111,2570,1,10/18/2016 12:00:00 AM,Puntual,,1,1,5 Seguimientos,Suelo,Suelo,Puntual,Informacion Producto De Seguimiento A Psmv,Volumetrico,POINT (-72.81000278 5.909886111)
308,Jerico,Tintoba,-72.56551389,6.148777778,2997,3,10/11/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Quebrada Bebedero,Quebrada Bebedero,Puntual,Informacion Producto De Seguimiento A Psmv,Volumetrico,POINT (-72.56551389 6.148777778)
309,Coper,Resguardo,-74.04701111,5.476936111,910,No Reportado,09/16/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Quebrada Las Mercedes,Quebrada Las Mercedes,Puntual,Vertimiento Uno Del Psmv Municipio No Reportan Aforo Del Vertimiento,,POINT (-74.04701111 5.476936111)
310,Coper,Resguardo,-74.04843889,5.474044444,920,No Reportado,09/16/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Quebrada Las Mercedes,Quebrada Las Mercedes,Puntual,Vertimiento Uno Del Psmv Municipio No Reportan Aforo Del Vertimiento,,POINT (-74.04843889 5.474044444)
311,Otanche,Centro,-74.17515833,5.659163889,920,No Reportado,09/16/2016 12:00:00 AM,Puntual,Normal,1,1,1 Seguimientos,Quebrada La Apasible,Quebrada La Apasible,Puntual,Vertimiento Unico Del Psmv Municipio No Reportan Aforo Del Vertimiento.,,POINT (-74.17515833 5.659163889)
312,Maripi,Centro,-74.00554167,5.552122222,1184,9.77,09/15/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Quebrada Yanaca,Quebrada Yanaca,Puntual,Vertimiento Uno Del Psmv Municipio Reporta Aforo Del Vertimiento Con Fecha 04 Y 05 De Abril De 2016. Corresponde Al 95% De La Descarga Total Del Municipio.,Volumetrico,POINT (-74.00554167 5.552122222)
313,Maripi,Centro,-74.00502222,5.547772222,1274,No Reportado,09/15/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Quebrada La Locha,Quebrada La Locha,Puntual,Vertimiento Dos Del Psmv Municipio No Reportan Aforo Del Vertimiento.,,POINT (-74.00502222 5.547772222)
314,Quipama,Urbano,-74.18,5.518972222,1245,No Reportado,08/11/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Quebrada Quipama,Quebrada Quipama,Puntual,Vertimiento Uno Del Psmv Municipio No Reportan Aforo Del Vertimiento,,POINT (-74.18 5.518972222)
316,Quipama,Urbano,-74.17938333,5.518377778,1238,No Reportado,08/11/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Quebrada Quipama,Quebrada Quipama,Puntual,Vertimiento Uno Del Psmv Municipio No Reportan Aforo Del Vertimiento,,POINT (-74.17938333 5.518377778)
317,Quipama,Buena Vista,-74.17754167,5.516613889,1222,No Reportado,08/11/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Quebrada Parsusha,Quebrada Parsusha,Puntual,Vertimiento Uno Del Psmv Municipio No Reportan Aforo Del Vertimiento,,POINT (-74.17754167 5.516613889)
318,Quipama,Buena Vista,-74.18354444,5.525772222,1225,No Reportado,08/11/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Quebrada Cajon,Quebrada Cajon,Puntual,Vertimiento Uno Del Psmv Municipio No Reportan Aforo Del Vertimiento,,POINT (-74.18354444 5.525772222)
319,Covarachia,Centro,-72.73847222,6.504055556,2249,No Reportado,08/22/2016 12:00:00 AM,Puntual,Normal,1,1,2 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.73847222 6.504055556)
320,Covarachia,Zona Urbana,-72.74037222,6.49985,2307,No Reportado,08/22/2016 12:00:00 AM,Puntual,Normal,1,1,2 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.74037222 6.49985)
321,El Espino,Zona Urbana,-72.49444444,6.480555556,2131,No Reportado,09/07/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo De Caudal. La Fuente Receptora Final Es La Quebrada Gallinacera,Otro,POINT (-72.49444444 6.480555556)
322,El Espino,Zona Urbana,-72.49472222,6.479444444,2107,No Reportado,09/07/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo De Caudal. La Fuente Receptora Final Es La Quebrada Gallinacera,Otro,POINT (-72.49472222 6.479444444)
323,El Espino,Zona Urbana,-72.49694444,6.480833333,2120,No Reportado,09/07/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo De Caudal. La Fuente Receptora Final Es La Quebrada Gallinacera,Otro,POINT (-72.49694444 6.480833333)
324,El Espino,Zona Urbana,-72.49777778,6.481944444,2131,No Reportado,09/07/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo De Caudal. La Fuente Receptora Final Es La Quebrada Gallinacera,Otro,POINT (-72.49777778 6.481944444)
325,El Espino,Zona Urbana,-72.49722222,6.483333333,2113,No Reportado,09/07/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo De Caudal. La Fuente Receptora Final Es La Quebrada Gallinacera,Otro,POINT (-72.49722222 6.483333333)
326,Corrales,Reyes Patria,-72.83972222,5.833888889,2406,No Reportado,07/19/2016 12:00:00 AM,Puntual,,1,1,3 Seguimientos,Rio Chicamocha,Rio Chicamocha,Puntual,Seguimiento Psmv,,POINT (-72.83972222 5.833888889)
327,Tibasosa,Centro,-72.99,5.751666667,2494,No Reportado,07/27/2016 12:00:00 AM,Puntual,,1,1,5 Seguimientos,Quebrada Grande,Quebrada Grande,Puntual,Seguimiento Psmv,,POINT (-72.99 5.751666667)
328,Socha,Sagra Abajo,-72.69166667,5.999166667,2685,No Reportado,08/01/2016 12:00:00 AM,Puntual,,1,1,3 Seguimientos,Quebrada Santa Lucia,Quebrada Santa Lucia,Puntual,Seguimiento Psmv,,POINT (-72.69166667 5.999166667)
329,Socha,Zona Urbana,-72.68888889,6.000555556,2641,No Reportado,08/01/2016 12:00:00 AM,Puntual,,1,1,3 Seguimientos,Quebrada Honda,Quebrada Honda,Puntual,Seguimiento Psmv,,POINT (-72.68888889 6.000555556)
330,Socha,Zona Urbana,-72.69416667,5.997777778,2699,No Reportado,08/01/2016 12:00:00 AM,Puntual,,1,1,3 Seguimientos,Quebrada Chimiscua,Quebrada Chimiscua,Puntual,Seguimiento Psmv,,POINT (-72.69416667 5.997777778)
331,San Eduardo,San Pablo,-73.08113889,5.22125,1698,No Reportado,09/14/2016 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Las Aguas Residuales Son Conducidas Por Acequia Donde Posteriormente Se Filtran Al Suelo,Las Aguas Residuales Son Conducidas Por Acequia Donde Posteriormente Se Filtran Al Suelo,Puntual,Seguimiento Del Psmv Del Municipio De San Eduardo. Evidenciar Las Diferentes Acciones Y Cumplimiento De Las Actividades Para El Segundo Semestre Del Ano 2015 Y Lo Corrido Del Ano 2016. La Coordenada Corresponde Al Vertimiento N° 1,Otro,POINT (-73.08113889 5.22125)
332,San Eduardo,Cardozo,-73.0755,5.22075,1645,No Reportado,09/14/2016 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Las Aguas Residuales Son Conducidas Por Acequia Donde Posteriormente Se Filtran Al Suelo,Las Aguas Residuales Son Conducidas Por Acequia Donde Posteriormente Se Filtran Al Suelo,Puntual,El Vertimiento N° 2 Recibe Aguas Residuales De Dos Puntos Que Confluyen En Un Mismo Canal. La Coordenada Corresponde Al Vertimiento N° 2,Otro,POINT (-73.0755 5.22075)
333,San Eduardo,Cardozo,-73.07538889,5.220722222,1640,No Reportado,09/14/2016 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Las Aguas Residuales Son Conducidas Por Acequia Donde Posteriormente Se Filtran Al Suelo,Las Aguas Residuales Son Conducidas Por Acequia Donde Posteriormente Se Filtran Al Suelo,Puntual,La Coordenada Corresponde Al Vertimiento N° 2.,Otro,POINT (-73.07538889 5.220722222)
334,San Eduardo,San Pablo,-73.07547222,5.221722222,1674,No Reportado,09/14/2016 12:00:00 AM,,,,,4 Seguimientos,,,,La Coordenada Corresponde Al Predio Las Gaseosas Que Adquirio El Municipio De San Eduardo Con El Objetivo De Construir La Ptar,,POINT (-73.07547222 5.221722222)
335,San Mateo,Zona Urbana,-72.55142778,6.400177778,2203,No Reportado,08/10/2016 12:00:00 AM,Puntual,Normal,1,1,2 Seguimientos,Rio Cifuentes,Rio Cifuentes,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.55142778 6.400177778)
336,San Mateo,Zona Urbana,-72.55797222,6.402027778,2208,No Reportado,08/10/2016 12:00:00 AM,Puntual,Normal,1,1,2 Seguimientos,Quebrada Agua Blanca,Quebrada Agua Blanca,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.55797222 6.402027778)
337,San Mateo,Zona Urbana,-72.557525,6.402844444,2213,No Reportado,08/10/2016 12:00:00 AM,Puntual,Normal,1,1,2 Seguimientos,Quebrada Agua Blanca,Quebrada Agua Blanca,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.557525 6.402844444)
338,San Mateo,Zona Urbana,-72.55775278,6.401930556,2209,No Reportado,08/10/2016 12:00:00 AM,Puntual,Normal,1,1,2 Seguimientos,Quebrada Agua Blanca,Quebrada Agua Blanca,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.55775278 6.401930556)
339,San Mateo,Zona Urbana,-72.55760833,6.401347222,2210,No Reportado,08/10/2016 12:00:00 AM,Puntual,Normal,1,1,2 Seguimientos,Quebrada Agua Blanca,Quebrada Agua Blanca,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.55760833 6.401347222)
340,Paz De Rio,Zona Urbana - Limites Con Vereda La Chapa,-72.7455,5.985525,2997,4,10/13/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Rio Chicamocha,Rio Chicamocha,Puntual,Informacion Producto De Seguimiento A Psmv,Volumetrico,POINT (-72.7455 5.985525)
341,Chita,Dimiza,-72.471,6.181888889,2826,1,10/20/2016 12:00:00 AM,Puntual,Normal,1,1,2 Seguimientos,Quebrada San Antonio,Quebrada San Antonio,Puntual,Informacion Producto De Seguimiento A Psmv,Volumetrico,POINT (-72.471 6.181888889)
342,Chita,Zona Urbana,-72.47611389,6.185783333,2855,1,10/20/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Suelo,Suelo,Puntual,Informacion Producto De Seguimiento A Psmv,Volumetrico,POINT (-72.47611389 6.185783333)
343,Chita,Zona Urbana,-72.47611111,6.187555556,2924,1,10/20/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Suelo,Suelo,Puntual,Informacion Producto De Seguimiento A Psmv,Volumetrico,POINT (-72.47611111 6.187555556)
344,Chita,Zona Urbana,-72.47619444,6.187583333,2926,1,10/20/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Suelo,Suelo,Puntual,Informacion Producto De Seguimiento A Psmv,Volumetrico,POINT (-72.47619444 6.187583333)
345,Chita,Zona Urbana,-72.47627778,6.187694444,2923,1,10/20/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Suelo,Suelo,Puntual,Informacion Producto De Seguimiento A Psmv,Volumetrico,POINT (-72.47627778 6.187694444)
346,Chita,Parroquita,-72.471,6.198555556,2948,1,10/20/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Suelo,Suelo,Puntual,Informacion Producto De Seguimiento A Psmv,Volumetrico,POINT (-72.471 6.198555556)
347,Chita,Zona Urbana,-72.46935556,6.184805556,2939,1.5,10/20/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Quebrada San Antonio,Quebrada San Antonio,Puntual,Informacion Producto De Seguimiento A Psmv,Volumetrico,POINT (-72.46935556 6.184805556)
348,Chita,Zona Urbana,-72.46661111,6.186888889,2977,0.3,10/20/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Suelo,Suelo,Puntual,Informacion Producto De Seguimiento A Psmv,Volumetrico,POINT (-72.46661111 6.186888889)
349,Chita,Parroquita,-72.46577778,6.187777778,2971,0.2,10/20/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Suelo,Suelo,Puntual,Informacion Producto De Seguimiento A Psmv,Volumetrico,POINT (-72.46577778 6.187777778)
350,Coper,Resguardo,-74.04630556,5.477927778,920,No Reportado,09/16/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Quebrada La Mercedes,Quebrada La Mercedes,Puntual,Vertimiento Unico Del Psmv Municipio No Reportan Aforo Del Vertimiento.,,POINT (-74.04630556 5.477927778)
351,Coper,Resguardo,-74.04739167,5.475158333,910,No Reportado,09/16/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Quebrada La Mercedes,Quebrada La Mercedes,Puntual,Vertimiento Unico Del Psmv Municipio No Reportan Aforo Del Vertimiento.,,POINT (-74.04739167 5.475158333)
352,Tunungua,Pena Blanca,-73.93645278,5.733722222,1236,No Reportado,11/04/2016 12:00:00 AM,Puntual,Normal,1,1,2 Seguimientos,Cano Galvan,Cano Galvan,Puntual,Vertimiento Uno Del Psmv Municipio No Reportan Aforo Del Vertimiento,,POINT (-73.93645278 5.733722222)
353,San Pablo De Borbur,San Pedro,-74.06862778,5.648891667,639,No Reportado,10/13/2016 12:00:00 AM,Puntual,Normal,1,1,2 Seguimientos,Quebrada Sin Nombre,Quebrada Sin Nombre,Puntual,No Presenta Soporte De Aforos Ni Caracterizaciones Realizadas.,,POINT (-74.06862778 5.648891667)
354,San Pablo De Borbur,San Pedro,-74.06722778,5.654022222,661,No Reportado,10/13/2016 12:00:00 AM,Puntual,Normal,1,1,2 Seguimientos,Quebrada Chorreron,Quebrada Chorreron,Puntual,No Presenta Soporte De Aforos Ni Caracterizaciones Realizadas.,,POINT (-74.06722778 5.654022222)
355,La Victoria,Centro,-73.23163889,5.527652778,1350,No Reportado,10/04/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Quebrada La Roble,Quebrada La Roble,Puntual,No Reportan Muestreo Compuesto Del Vertimiento,,POINT (-73.23163889 5.527652778)
356,La Victoria,Centro,-74.23558333,5.522427778,1342,No Reportado,10/04/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Quebrada La Calichona,Quebrada La Calichona,Puntual,No Reportan Muestreo Compuesto Del Vertimiento,,POINT (-74.23558333 5.522427778)
