id,municipio,vereda,longitud,latitud,altitud,caudal_ver,vigencia,tipo_vert,sist_trata,descarga,clase_vert,actividad,fuente_rec,cuerpo_rec,tipo_desc,observacio,sist_med_c,coordenadas
457,Soata,La Costa,-72.67455556,6.337472222,1856,No Reportado,08/16/2017 12:00:00 AM,Puntual,Normal,1,1,2 Seguimientos,Suelo,Suelo,Puntual,Es Un Sector De 13 Casas Localizadas A La Salida Para El Municpio De Tipacoque. Las Cuales Se Encuentran En Una Zona De Alto Riesgo. Cada Vivienda Realiza Una Descarga Puntual Sobre Un Desfiladero Mediante Tuberia Al Aire.,Otro,POINT (-72.67455556 6.337472222)
458,Tipacoque,Bavata,-72.68944444,6.418527778,1796,No Reportado,08/09/2017 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Quebrada Tipacoque,Quebrada Tipacoque,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.68944444 6.418527778)
459,Sativasur,Bura,-72.71,6.095222222,2587,No Reportado,08/15/2017 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.71 6.095222222)
460,Sativasur,Bura,-72.71333333,6.095333333,2610,No Reportado,08/15/2017 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.71333333 6.095333333)
461,Tasco,Zona Urbana,-72.78096944,5.913433333,2489,No Reportado,07/11/2017 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Quebrada Carbonera,Quebrada Carbonera,Puntual,Informacion Producto De Seguimiento A Psmv,Volumetrico,POINT (-72.78096944 5.913433333)
462,Tasco,Zona Urbana,-72.78416389,5.908230556,2365,No Reportado,07/11/2017 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Quebrada Guaza,Quebrada Guaza,Puntual,Informacion Producto De Seguimiento A Psmv,Volumetrico,POINT (-72.78416389 5.908230556)
463,Beteitiva,Centro,-72.80961111,5.911255556,2567,1,10/18/2016 12:00:00 AM,Puntual,,1,1,5 Seguimientos,Suelo,Suelo,Puntual,Informacion Producto De Seguimiento A Psmv,Volumetrico,POINT (-72.80961111 5.911255556)
464,Beteitiva,Centro,-72.80992222,5.910125,2582,1,10/18/2016 12:00:00 AM,Puntual,,1,1,5 Seguimientos,Suelo,Suelo,Puntual,Informacion Producto De Seguimiento A Psmv,Volumetrico,POINT (-72.80992222 5.910125)
465,Beteitiva,Centro,-72.81000278,5.909886111,2570,1,10/18/2016 12:00:00 AM,Puntual,,1,1,5 Seguimientos,Suelo,Suelo,Puntual,Informacion Producto De Seguimiento A Psmv,Volumetrico,POINT (-72.81000278 5.909886111)
466,Socota,Zona Urbana,-72.63719722,6.04025,2354,3,07/05/2017 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Zanjon Guarrus,Zanjon Guarrus,Puntual,Informacion Producto De Seguimiento A Psmv,Volumetrico,POINT (-72.63719722 6.04025)
467,Socota,Zona Urbana,-72.63765556,6.044425,2365,2.57,07/05/2017 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Zanjon La Playa,Zanjon La Playa,Puntual,Informacion Producto De Seguimiento A Psmv,Volumetrico,POINT (-72.63765556 6.044425)
468,Socota,Zona Urbana,-72.63719722,6.04025,2354,3,07/05/2017 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Zanjon Guarrus,Zanjon Guarrus,Puntual,Informacion Producto De Seguimiento A Psmv,Volumetrico,POINT (-72.63719722 6.04025)
469,Socota,Zona Urbana,-72.63765556,6.044425,2365,2.57,07/05/2017 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Zanjon La Playa,Zanjon La Playa,Puntual,Informacion Producto De Seguimiento A Psmv,Volumetrico,POINT (-72.63765556 6.044425)
470,Guacamayas,La Palma,-72.49744444,6.46375,2146,No Reportado,09/20/2017 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Ptar,Ptar,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.49744444 6.46375)
471,Tibasosa,Centro,-72.99,5.751388889,2505,No Reportado,06/30/2017 12:00:00 AM,Puntual,,1,1,5 Seguimientos,Quebrada Grande,Quebrada Grande,Puntual,Seguimiento Psmv,,POINT (-72.99 5.751388889)
472,Chiquiza,Patiecitos,-73.44305556,5.645,2922,No Reportado,08/10/2017 12:00:00 AM,Puntual,,1,1,2 Seguimientos,Quebrada Yerbabuena,Quebrada Yerbabuena,Puntual,Seguimiento Psmv,,POINT (-73.44305556 5.645)
473,Covarachia,Centro,-72.73847222,6.504055556,2249,No Reportado,08/28/2017 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.73847222 6.504055556)
474,Covarachia,Zona Urbana,-72.74037222,6.49985,2307,No Reportado,08/28/2017 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.74037222 6.49985)
475,Guican,Centro,-72.41452778,6.461888889,2852,No Reportado,09/22/2017 12:00:00 AM,Puntual,Normal,1,1,5 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.41452778 6.461888889)
476,Guican,Centro,-72.41597222,6.460944444,2777,No Reportado,09/22/2017 12:00:00 AM,Puntual,Normal,1,1,5 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.41597222 6.460944444)
477,Guican,Zona Urbana,-72.4125,6.460333333,2886,No Reportado,09/22/2017 12:00:00 AM,Puntual,Normal,1,1,5 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.4125 6.460333333)
478,Chiscas,Centro,-72.50111111,6.554722222,2369,No Reportado,09/15/2017 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Quebrada Litargon,Quebrada Litargon,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.50111111 6.554722222)
479,Chiscas,Centro,-72.50138889,6.554722222,2367,No Reportado,09/15/2017 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.50138889 6.554722222)
480,Chiscas,Centro,-72.50305556,6.5525,2372,No Reportado,09/15/2017 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Quebrada Litargon,Quebrada Litargon,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.50305556 6.5525)
481,Chiscas,Centro,-72.5025,6.551666667,2360,No Reportado,09/15/2017 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Quebrada Litargon,Quebrada Litargon,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.5025 6.551666667)
482,Chiscas,Centro,-72.50194444,6.551666667,2342,No Reportado,09/15/2017 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Quebrada Litargon,Quebrada Litargon,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.50194444 6.551666667)
483,Chiscas,Centro,-72.49944444,6.548333333,2296,No Reportado,09/15/2017 12:00:00 AM,,Normal,1,1,4 Seguimientos,Quebrada Litargon,Quebrada Litargon,Angela Ruth Morales Suarez,No Se Realizo Aforo De Caudal,Otro,POINT (-72.49944444 6.548333333)
484,La Victoria,Centro,-73.23163889,5.527652778,1350,No Reportado,09/27/2017 12:00:00 AM,,Normal,1,1,4 Seguimientos,Quebrada La Roble,Quebrada La Roble,Angela Ruth Morales Suarez,Seguimiento Ano 7 Con Un Porcentaje Total De Cumplimineto Del Psmv De 40.62%,,POINT (-73.23163889 5.527652778)
485,La Victoria,Centro,-74.23558333,5.522427778,1342,No Reportado,09/27/2017 12:00:00 AM,,Normal,1,1,4 Seguimientos,Quebrada La Calichona,Quebrada La Calichona,Angela Ruth Morales Suarez,Seguimiento Ano 7 Con Un Porcentaje Total De Cumplimineto Del Psmv De 40.62%,,POINT (-74.23558333 5.522427778)
486,La Victoria,Centro,-74.23680556,5.521688889,1332,No Reportado,09/27/2017 12:00:00 AM,,Normal,1,1,4 Seguimientos,Quebrada La Calichona,Quebrada La Calichona,Angela Ruth Morales Suarez,Seguimiento Ano 7 Con Un Porcentaje Total De Cumplimineto Del Psmv De 40.62%,,POINT (-74.23680556 5.521688889)
487,Puerto Boyaca,Las Pavas,-74.34124444,5.836155556,257,No Reportado,07/17/2017 12:00:00 AM,,Normal,1,1,5 Seguimientos,Rio Guaguaqui,Rio Guaguaqui,Angela Ruth Morales Suarez,Seguimiento Al Psmv Centro Poblado Puerto Romero Ano 7 Con Un Porcentaje Total De Cumplimineto Del Psmv De 43.66%,,POINT (-74.34124444 5.836155556)
488,Cucaita,Centro,-73.46083333,5.546666667,2631,No Reportado,08/16/2017 12:00:00 AM,Puntual,,1,1,3 Seguimientos,Quebrada Santiago,Quebrada Santiago,Puntual,Seguimiento Psmv,,POINT (-73.46083333 5.546666667)
489,Santa Rosa De Viterbo,Zona Urbana,-72.98583333,5.8725,2759,No Reportado,05/26/2017 12:00:00 AM,Puntual,,1,1,3 Seguimientos,Quebrada Arriba,Quebrada Arriba,Puntual,Seguimiento Psmv,,POINT (-72.98583333 5.8725)
490,Santa Rosa De Viterbo,Zona Urbana,-72.9875,5.868055556,2757,No Reportado,05/26/2017 12:00:00 AM,Puntual,,1,1,3 Seguimientos,Quebrada Arriba,Quebrada Arriba,Puntual,Seguimiento Psmv,,POINT (-72.9875 5.868055556)
491,Santa Rosa De Viterbo,Zona Urbana,-72.985,5.867222222,2757,No Reportado,05/26/2017 12:00:00 AM,Puntual,,1,1,3 Seguimientos,Quebrada Munevar,Quebrada Munevar,Puntual,Seguimiento Psmv,,POINT (-72.985 5.867222222)
492,El Espino,Zona Urbana,-72.49444444,6.480722222,2131,No Reportado,09/22/2017 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo De Caudal. La Fuente Receptora Final Es La Quebrada Gallinacera,Otro,POINT (-72.49444444 6.480722222)
493,El Espino,Zona Urbana,-72.49472222,6.479444444,2107,No Reportado,09/22/2017 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo De Caudal. La Fuente Receptora Final Es La Quebrada Gallinacera,Otro,POINT (-72.49472222 6.479444444)
494,El Espino,Zona Urbana,-72.49694444,6.480972222,2120,No Reportado,09/22/2017 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo De Caudal. La Fuente Receptora Final Es La Quebrada Gallinacera,Otro,POINT (-72.49694444 6.480972222)
495,El Espino,Zona Urbana,-72.49777778,6.482111111,2131,No Reportado,09/22/2017 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo De Caudal. La Fuente Receptora Final Es La Quebrada Gallinacera,Otro,POINT (-72.49777778 6.482111111)
496,El Espino,Zona Urbana,-72.49677778,6.482083333,2130,No Reportado,09/22/2017 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.49677778 6.482083333)
497,El Espino,El Tobal,-72.49591667,6.474277778,1987,No Reportado,09/22/2017 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.49591667 6.474277778)
498,Sotaquira,Siatoga,-73.24861111,5.768888889,2660,No Reportado,08/25/2017 12:00:00 AM,Puntual,,1,1,4 Seguimientos,Rio Aguavirgen,Rio Aguavirgen,Puntual,Seguimiento Psmv,,POINT (-73.24861111 5.768888889)
499,Sotaquira,Siatoga,-73.24333333,5.7675,2635,No Reportado,08/25/2017 12:00:00 AM,Puntual,,1,1,4 Seguimientos,Rio Aguavirgen,Rio Aguavirgen,Puntual,Seguimiento Psmv,,POINT (-73.24333333 5.7675)
500,Sotaquira,Soconsuca De Indios,-73.24305556,5.756944444,2617,No Reportado,08/25/2017 12:00:00 AM,Puntual,,1,1,4 Seguimientos,Vallado Marco Buey,Vallado Marco Buey,Puntual,Seguimiento Psmv,,POINT (-73.24305556 5.756944444)
501,Chita,Zona Urbana,-72.46930278,6.184827778,2933,No Reportado,08/16/2017 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Quebrada San Antonio,Quebrada San Antonio,Puntual,Informacion Producto De Seguimiento A Psmv,,POINT (-72.46930278 6.184827778)
502,Chita,La Cal,-72.47206389,6.180205556,2841,No Reportado,08/16/2017 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Quebrada San Antonio,Quebrada San Antonio,Puntual,Informacion Producto De Seguimiento A Psmv,,POINT (-72.47206389 6.180205556)
503,Chita,La Cal,-72.47622222,6.185611111,2907,No Reportado,08/16/2017 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Suelo,Suelo,Puntual,Informacion Producto De Seguimiento A Psmv,,POINT (-72.47622222 6.185611111)
504,Chita,Zona Urbana,-72.47594444,6.1875,2921,No Reportado,08/16/2017 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Suelo,Suelo,Puntual,Informacion Producto De Seguimiento A Psmv,,POINT (-72.47594444 6.1875)
505,Chita,Zona Urbana,-72.47602778,6.187555556,2923,No Reportado,08/16/2017 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Suelo,Suelo,Puntual,Informacion Producto De Seguimiento A Psmv,,POINT (-72.47602778 6.187555556)
506,Chita,Parroquita,-72.47503333,6.189055556,2946,No Reportado,08/16/2017 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Suelo,Suelo,Puntual,Informacion Producto De Seguimiento A Psmv,,POINT (-72.47503333 6.189055556)
507,Firavitoba,Tintal,-72.97916667,5.683055556,2533,No Reportado,09/29/2017 12:00:00 AM,Puntual,,1,1,5 Seguimientos,Desecacion,Desecacion,Puntual,Seguimiento Psmv,,POINT (-72.97916667 5.683055556)
508,Firavitoba,Tintal,-72.98416667,5.682777778,2515,No Reportado,09/29/2017 12:00:00 AM,Puntual,,1,1,5 Seguimientos,Desecacion,Desecacion,Puntual,Seguimiento Psmv,,POINT (-72.98416667 5.682777778)
509,Firavitoba,Zona Urbana,-72.99694444,5.668055556,2534,No Reportado,09/29/2017 12:00:00 AM,Puntual,,1,1,5 Seguimientos,Rio Chiquito,Rio Chiquito,Puntual,Seguimiento Psmv,,POINT (-72.99694444 5.668055556)
510,Firavitoba,Zona Urbana,-72.99694444,5.668888889,2534,No Reportado,09/29/2017 12:00:00 AM,Puntual,,1,1,5 Seguimientos,Rio Chiquito,Rio Chiquito,Puntual,Seguimiento Psmv,,POINT (-72.99694444 5.668888889)
511,Firavitoba,Zona Urbana,-72.99638889,5.669722222,2509,No Reportado,09/29/2017 12:00:00 AM,Puntual,,1,1,5 Seguimientos,Rio Chiquito,Rio Chiquito,Puntual,Seguimiento Psmv,,POINT (-72.99638889 5.669722222)
512,Zetaquira,Centro,-73.16686111,5.286194444,1512,No Reportado,09/26/2017 12:00:00 AM,Puntual,Normal,1,1,5 Seguimientos,Quebrada Corvisucia,Quebrada Corvisucia,Puntual,Avance Del Psmv Del Municipio De Zetaquira. De Las Actividades Plasmadas Para El Periodo 7. Ano 2017. En Las Casillas Que Na. Dentro Del Expediente No Reposan Los Caudales Tanto Del Veretimiento Como El De La Fuente Receptor. Ni Tampoco Se Presenta Carac,Otro,POINT (-73.16686111 5.286194444)
513,San Eduardo,San Pablo,-73.08113889,5.22125,1698,1,09/15/2017 12:00:00 AM,Puntual,Normal,1,1,5 Seguimientos,Cano Sin Nombre,Cano Sin Nombre,Puntual,Seguimiento Del Psmv Del Municipio De San Eduardo. Evidenciar Las Diferentes Acciones Y Cumplimiento De Las Actividades Para El Segundo Semestre Del Ano 2016 Y Primer Semestre Del Ano 2017. La Coordenada Corresponde Al Vertimiento N° 3. Segun Auto 1338,Area*Velocidad,POINT (-73.08113889 5.22125)
514,San Eduardo,Cardozo,-73.0755,5.22075,1645,No Reportado,09/15/2017 12:00:00 AM,Puntual,Normal,1,1,5 Seguimientos,Cano Sin Nombre,Cano Sin Nombre,Puntual,Este Vertimiento Recibe Aguas Residuales De Dos Puntos; V1 Y V2 Entre Ellos Hay Una Distancia Lineal De 300 Mt Aproximadamente. Los Cuales Confluyen En Un Mismo Canal. La Coordenada Corresponde Al Vertimiento N° 1. Segun Auto 1338 Del 13 De Septiembre D,Area*Velocidad,POINT (-73.0755 5.22075)
515,San Eduardo,Cardozo,-73.07538889,5.220722222,1640,2.56,09/15/2017 12:00:00 AM,Puntual,Normal,1,1,5 Seguimientos,Cano Sin Nombre,Cano Sin Nombre,Puntual,La Coordenada Corresponde Al Vertimiento N° 2. Segun Auto 1338 Del 13 De Septiembre De 2006. Describe Que Dicho Vertimiento Esta Ubicado En La Vereda Villa Nueva.,Area*Velocidad,POINT (-73.07538889 5.220722222)
516,Paez,Centro,-73.05357778,5.099513889,1249,1.22,09/07/2017 12:00:00 AM,Puntual,Normal,1,1,8 Seguimientos,Quebrada Menudera,Quebrada Menudera,Puntual,Verificacion Cumplimiento De Actividades,Otro,POINT (-73.05357778 5.099513889)
517,Paez,Centro,-73.05376389,5.101738889,1290,0.2,09/07/2017 12:00:00 AM,Puntual,Normal,1,1,8 Seguimientos,Quebrada Menudera,Quebrada Menudera,Puntual,Verificacion Cumplimiento De Actividades,Otro,POINT (-73.05376389 5.101738889)
236,Villa De Leyva,Monquira,-73.56227778,5.637583333,2078,0.5,,2,,1,1,,Suelo,Suelo,Difusa,El Vertimiento Es A Suelo. Se Caracteriza Por Ser Intermitente Y Difuso. Y Sera Usado Para Mantenimeinto De Zonas Verdes Del Hotel,Otro,POINT (-73.56227778 5.637583333)
519,La Uvita,Zona Urbana,-72.56428056,6.317165833,2285,No Reportado,04/16/2018 12:00:00 AM,2,Normal,Semanal,Industrial,,Suelo,Suelo,Difusa,La Planta De Tratamiento Esta En Operacion,Otro,POINT (-72.56428056 6.317165833)
520,Susacon,Centro,-72.69047222,6.2375,8,No Reportado,07/06/2018 12:00:00 AM,Puntual,Normal,1,1,5 Seguimientos,Q. El Gallo,Q. El Gallo,Puntual,,Otro,POINT (-72.69047222 6.2375)
521,Panqueba,Reposo,-72.46258333,6.444388889,9,No Reportado,07/04/2018 12:00:00 AM,Puntual,Normal,1,1,5 Seguimientos,Rio Pantano Grande,Rio Pantano Grande,Puntual,,Otro,POINT (-72.46258333 6.444388889)
522,San Mateo,Zona Urbana San Mateo,-72.55142778,6.400177778,10,No Reportado,07/11/2018 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Rio Cifuentes,Rio Cifuentes,Puntual,,Otro,POINT (-72.55142778 6.400177778)
523,San Mateo,Centro,-72.55797222,6.402027778,11,No Reportado,07/11/2018 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Zo Agua Blanca,Zo Agua Blanca,Puntual,,Otro,POINT (-72.55797222 6.402027778)
524,San Mateo,Zona Urbana San Mateo,-72.557525,6.402844444,12,No Reportado,07/11/2018 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Zo Agua Blanca,Zo Agua Blanca,Puntual,,Otro,POINT (-72.557525 6.402844444)
525,San Mateo,Zona Urbana San Mateo,-72.55775278,6.401930556,13,No Reportado,07/11/2018 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Zo Agua Blanca,Zo Agua Blanca,Puntual,,Otro,POINT (-72.55775278 6.401930556)
526,San Mateo,Centro,-72.55760833,6.401347222,14,No Reportado,07/11/2018 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Zo Agua Blanca,Zo Agua Blanca,Puntual,,Otro,POINT (-72.55760833 6.401347222)
527,Beteitiva,Zona Urbana Beteitiva,-72.80961111,5.911255556,2567,1,05/16/2018 12:00:00 AM,Puntual,Normal,1,1,6 Seguimientos,Suelo,Suelo,Puntual,Informacion Producto De Seguimiento A Psmv,Volumetrico,POINT (-72.80961111 5.911255556)
528,Beteitiva,Zona Urbana Beteitiva,-72.80992222,5.910125,2582,1,05/16/2018 12:00:00 AM,Puntual,Normal,1,1,6 Seguimientos,Suelo,Suelo,Puntual,Informacion Producto De Seguimiento A Psmv,Volumetrico,POINT (-72.80992222 5.910125)
529,Beteitiva,Zona Urbana Beteitiva,-72.81000278,5.909886111,2570,1,05/16/2018 12:00:00 AM,Puntual,Normal,1,1,6 Seguimientos,Suelo,Suelo,Puntual,Informacion Producto De Seguimiento A Psmv,Volumetrico,POINT (-72.81000278 5.909886111)
530,Socha,Sagra Abajo,-72.69167222,5.999169444,2684,No Reportado,05/09/2018 12:00:00 AM,Diario,Normal,,1,5 Seguimientos,Cnd Florida O Q Santa Lucia,Cnd Florida O Q Santa Lucia,Diario,Informacion Producto De Seguimiento A Psmv,Puntual,POINT (-72.69167222 5.999169444)
531,Socha,Sagra Abajo,-72.68778889,6.003077778,2585,No Reportado,05/09/2018 12:00:00 AM,Diario,Normal,,1,5 Seguimientos,Q. Honda,Q. Honda,Diario,Informacion Producto De Seguimiento A Psmv,Puntual,POINT (-72.68778889 6.003077778)
532,Socha,Zona Urbana Socha,-72.694175,5.997777778,2677,No Reportado,05/09/2018 12:00:00 AM,Diario,Normal,,1,5 Seguimientos,Q. Chiniscua,Q. Chiniscua,Diario,Informacion Producto De Seguimiento A Psmv,Puntual,POINT (-72.694175 5.997777778)
533,La Uvita,Zona Urbana La Uvita,-72.56483333,6.319055556,2318,No Reportado,07/25/2018 12:00:00 AM,Puntual,Normal,1,1,5 Seguimientos,Quebrada La Laja,Quebrada La Laja,Puntual,De Acuerdo Al Shp De Hidrologia 25 K La Fuente Hidrica Se Dedomina Q. La Laja; Sin Embargo En El Anterio Shp De Hidrologia Quebradas. La Fuente Hidrica Era Denominada Quebrada Negra.,Otro,POINT (-72.56483333 6.319055556)
534,Socota,Zona Urbana,-72.63719722,6.04025,2354,3,05/08/2018 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Zanjon Guarrus,Zanjon Guarrus,Puntual,Informacion Producto De Seguimiento A Psmv,Volumetrico,POINT (-72.63719722 6.04025)
535,Socota,Zona Urbana,-72.63765556,6.044425,2365,2.57,05/08/2018 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Zanjon La Playa,Zanjon La Playa,Puntual,Informacion Producto De Seguimiento A Psmv,Volumetrico,POINT (-72.63765556 6.044425)
536,Socha,Waita,-72.71305556,5.983194444,2456,0.083 - 0.155,04/24/2018 12:00:00 AM,Puntual,Normal,1,Industrial,1 Seguimientos,Suelo,Suelo,Puntual,No Se Realizaba Descarga El Dia De La Visita,,POINT (-72.71305556 5.983194444)
537,Tasco,Zona Urbana,-72.78096944,5.913433333,2489,No Reportado,08/22/2018 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Q. Carbonera,Q. Carbonera,Puntual,Informacion Producto De Seguimiento A Psmv,Volumetrico,POINT (-72.78096944 5.913433333)
538,Tasco,Zona Urbana,-72.78416389,5.908230556,2365,No Reportado,08/22/2018 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Q. Guaza,Q. Guaza,Puntual,Informacion Producto De Seguimiento A Psmv,Volumetrico,POINT (-72.78416389 5.908230556)
539,Chita,Zona Urbana Chita,-72.46938056,6.184769444,2948,No Se Realizo Aforo,06/14/2018 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Quebrada San Antonio,Quebrada San Antonio,Puntual,Informacion Producto De Seguimiento,,POINT (-72.46938056 6.184769444)
540,Chita,La Cal,-72.47196667,6.180327778,2839,No Se Realizo Aforo,06/14/2018 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Quebrada San Antonio,Quebrada San Antonio,Puntual,Informacion Producto De Seguimiento,,POINT (-72.47196667 6.180327778)
541,Chita,Zona Urbana Chita,-72.47591667,6.187444444,2920,No Se Realizo Aforo,06/14/2018 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Suelo,Suelo,Puntual,Informacion Producto De Seguimiento,,POINT (-72.47591667 6.187444444)
542,Chita,Zona Urbana Chita,-72.476,6.187611111,2917,No Se Realizo Aforo,06/14/2018 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Suelo,Suelo,Puntual,Informacion Producto De Seguimiento,,POINT (-72.476 6.187611111)
543,Chita,Parroquita,-72.47511111,6.189138889,2942,No Se Realizo Aforo,06/14/2018 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Suelo,Suelo,Puntual,Informacion Producto De Seguimiento,,POINT (-72.47511111 6.189138889)
544,Jerico,Tintoba,-72.56533333,6.14875,2991,0.71,07/11/2018 12:00:00 AM,Puntual,Normal,1,1,5 Seguimientos,Quebrad Ael Bebedero,Quebrad Ael Bebedero,Puntual,Informacion Producto De Seguimiento,Volumetrico,POINT (-72.56533333 6.14875)
545,Sativasur,Bura,-72.71,6.095222222,2587,No Reportado,08/22/2018 12:00:00 AM,Puntual,Normal,1,1,6 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo El Caudal,Otro,POINT (-72.71 6.095222222)
546,Sativasur,Bura,-72.71333333,6.095333333,2610,No Reportado,08/22/2018 12:00:00 AM,Puntual,Normal,1,1,6 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo El Caudal,Otro,POINT (-72.71333333 6.095333333)
547,Samaca,Loma Redonda,-73.56875,5.448611111,3087,2.33,04/05/2018 12:00:00 AM,Puntual,Normal,1,Industrial,4 Seguimientos,Quebrada N.N. Afluente De Q. El Hato,Quebrada N.N. Afluente De Q. El Hato,Puntual,Punto Del Proyecto Berlin Que Hace Parte Del Contrato Minero 7238. Solicitud De Modificación De La Licencia.,Volumetrico,POINT (-73.56875 5.448611111)
548,Samaca,Loma Redonda,-73.58928056,5.434569444,2812,2.0,04/05/2018 12:00:00 AM,Puntual,Normal,1,Industrial,4 Seguimientos,Quebrada Agua Blanca,Quebrada Agua Blanca,Puntual,Punto Del Proyecto Progreso Que Hace Parte Del Contrato Minero 7238. Solicitud De Modificación De La Licencia.,Volumetrico,POINT (-73.58928056 5.434569444)
549,Samaca,Loma Redonda,-73.56265556,5.444519444,3099,8.01,04/05/2018 12:00:00 AM,Puntual,Normal,1,Industrial,4 Seguimientos,Quebrada N.N. Afluente De Q. El Hato,Quebrada N.N. Afluente De Q. El Hato,Puntual,Punto Del Proyecto Silvas-Peña Que Hace Parte Del Contrato Minero 7238. Solicitud De Modificación De La Licencia.,Volumetrico,POINT (-73.56265556 5.444519444)
550,Samaca,Loma Redonda,-73.56702778,5.456822222,3051,6.71,04/05/2018 12:00:00 AM,Puntual,Normal,1,Industrial,4 Seguimientos,Quebrada N.N. Afluente De Q. El Arrayan,Quebrada N.N. Afluente De Q. El Arrayan,Puntual,Punto Del Proyecto Nápoles Que Hace Parte Del Contrato Minero 7238. Solicitud De Modificación De La Licencia.,Volumetrico,POINT (-73.56702778 5.456822222)
551,El Cocuy,Zanjon,-72.44799167,6.405377778,2656,No Reportado,09/24/2016 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Rio Pantano Grande,Rio Pantano Grande,Puntual,No Se Realizo Aforo El Caudal,Otro,POINT (-72.44799167 6.405377778)
552,El Cocuy,Zanjon,-72.44815,6.409336111,2684,No Reportado,09/24/2018 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Rio Pantano Grande,Rio Pantano Grande,Puntual,No Se Realizo Aforo El Caudal,Otro,POINT (-72.44815 6.409336111)
